Alterno;Nombre;Ventas;Marca;Talla;Genero;Categoria;Venta;Tienda;Fecha de Venta;Nombre Comercial
A163L;Z.T. KEELERDG WPLTR BROWN FULL A163L # 7;1;TIMBERLAND;7;MUJER;ZAPATO;2,790.00;Shoes Cascadas;11/7/2019;KEELE RIDGE
12135;T.WHITE LEDGE BROWN 12135 #10.5;1;TIMBERLAND;10.5;HOMBRE;ZAPATO;2,815.00;TimeOut La Ceiba;12/7/2019;CHOCORUA
TB010001;T.MENS 6IN PREM  DK BRW TB010001 # 8.5;1;TIMBERLAND;8.5;HOMBRE;ZAPATO;3,923.00;TimeOut La Ceiba;12/7/2019;CLASICOS
72066;T.6 IN PREM 72066 RUST ORG #7.5;1;TIMBERLAND;7.5;HOMBRE;ZAPATO;3,900.00;Timberland Multiplaza;12/7/2019;6IN JR PREMIUM
A1KBX;T. STORMBUCK LITE CHUKK WOOD THRU BRW A1KBX # 11;1;TIMBERLAND;11;HOMBRE;ZAPATO;1,595.00;Timberland Multiplaza;12/7/2019;STORMBUCK
A1GSZ ;Z.T WALDEN 6 INCH WP MULCH BROW A1GSZ # 8.5;1;TIMBERLAND;8.5;HOMBRE;ZAPATO;2,690.00;Timberland Multiplaza;12/7/2019;WALDEN
2730R;T. MT MADDSEN LTHR W DARK BROWN FULL 2730R # 8;1;TIMBERLAND;8;HOMBRE;ZAPATO;1,695.00;Time out mall premier;12/7/2019;MADDSEN
15130;T. CHOCORUA TRAIL BROW 15130 # 8.5;1;TIMBERLAND;8.5;HOMBRE;ZAPATO;3,550.00;Timberland CITY MALL;12/7/2019;CHOCORUA
A1QCT;Z.T SAWYQER LANE WP BRW A1QCT # 10.5;1;TIMBERLAND;10.5;HOMBRE;ZAPATO;1,495.00;Timberland CITY MALL;12/7/2019;SAWYER LANE
A22NH;T. BRADST PT OX DK BRN A22NH # 8;1;TIMBERLAND;8;HOMBRE;ZAPATO;2,590.00;Time Out Citymall SPS;12/7/2019;BACKSTREET OXFORD
A14F4;T. EDGEMONT OXFORD BROW A14F4 # 10;1;TIMBERLAND;10;HOMBRE;ZAPATO;2,200.00;Time Out Citymall SPS;12/7/2019;EDGEMONT OXFORD
15551;"T.EK 6"" BROWN BURNISHED 15551 #10.5";1;TIMBERLAND;10.5;HOMBRE;ZAPATO;2,145.00;Time Out Citymall SPS;12/7/2019;EARTHKEEPERS
A163L;Z.T. KEELERDG WPLTR BROWN FULL A163L # 7.5;1;TIMBERLAND;7.5;MUJER;ZAPATO;2,840.00;Time Out Citymall SPS;12/7/2019;KEELE RIDGE
6905B;T. TRAIL WIND BROW 6905B # 10;1;TIMBERLAND;10;HOMBRE;ZAPATO;2,490.00;TimeOut Metromall;12/7/2019;TRAIL WIND
5557R;T. EK STORMBUCK DK BROWN 5557R # 11;1;TIMBERLAND;11;HOMBRE;ZAPATO;3,052.00;TimeOut Metromall;12/7/2019;STORMBUCK
15551;"T.EK 6"" BROWN BURNISHED 15551 #8.5";1;TIMBERLAND;8.5;HOMBRE;ZAPATO;3,600.00;TimeOut Metromall;12/7/2019;EARTHKEEPERS
5423A;T.EKBRADST PTO DARK BROW 5423A # 8.5;1;TIMBERLAND;8.5;HOMBRE;ZAPATO;2,490.00;TIME OUT CITYMALL TEG;12/7/2019;BRADSTREET
12135;T.WHITE LEDGE BROWN 12135 #9.5;1;TIMBERLAND;9.5;HOMBRE;ZAPATO;2,790.00;TIME OUT CITYMALL TEG;12/7/2019;CHOCORUA
12668;T. WHITE LEADGE BROWN 12668 # 7;1;TIMBERLAND;7;MUJER;ZAPATO;2,650.00;TIME OUT CITYMALL TEG;12/7/2019;CHOCORUA
A1PDS;T.BRACDSTREET BROW A1PDS  # 10;1;TIMBERLAND;10;HOMBRE;ZAPATO;2,990.00;TimeOut Cascadas;12/7/2019;BRADSTREET
A1PDS;T.BRACDSTREET BROW A1PDS  # 9;1;TIMBERLAND;9;HOMBRE;ZAPATO;2,990.00;TimeOut Cascadas;12/7/2019;BRADSTREET
A1R1P;Z.T GRAYDON LEATHER BRW A1R1P # 9;1;TIMBERLAND;9;HOMBRE;ZAPATO;2,041.80;Shoes Cascadas;12/7/2019;GRAYDON
A1PDS;T.BRACDSTREET BROW A1PDS  # 7.5;1;TIMBERLAND;7.5;HOMBRE;ZAPATO;2,496.65;Shoes Cascadas;12/7/2019;BRADSTREET
A11MO;T. KEELE RIDGE BROW A11MO # 10.5;1;TIMBERLAND;10.5;HOMBRE;ZAPATO;2,415.00;TimeOut La Ceiba;12/7/2019;KEELE RIDGE
A22NH;T. BRADST PT OX DK BRN A22NH # 8.5;1;TIMBERLAND;8.5;HOMBRE;ZAPATO;2,371.50;Shoes Cascadas;13/7/2019;BACKSTREET OXFORD
A1N2T;T. KENDRICK CHUKKA TAN BROW A1N2T # 9;1;TIMBERLAND;9;HOMBRE;ZAPATO;2,994.06;Shoes Cascadas;13/7/2019;KENDRICK
5552R;T. EK STORMBUCK DK OLIVE 5552R #11;1;TIMBERLAND;11;HOMBRE;ZAPATO;1,995.00;Shoes Cascadas;13/7/2019;STORMBUCK
5557R;T. EK STORMBUCK DK BROWN 5557R # 8.5;1;TIMBERLAND;8.5;HOMBRE;ZAPATO;3,315.00;TimeOut La Ceiba;13/7/2019;STORMBUCK
A163L;Z.T. KEELERDG WPLTR BROWN FULL A163L # 7.5;1;TIMBERLAND;7.5;MUJER;ZAPATO;2,990.00;Timberland Multiplaza;13/7/2019;KEELE RIDGE
2730R;T. MT MADDSEN LTHR W DARK BROWN FULL 2730R # 9;1;TIMBERLAND;9;HOMBRE;ZAPATO;3,390.00;Timberland Multiplaza;13/7/2019;MADDSEN
A1QC0;Z.T SAWYER LANE WR BRW A1QC0 # 10;1;TIMBERLAND;10;HOMBRE;ZAPATO;2,990.00;Timberland Multiplaza;13/7/2019;SAWYER LANE
9540A;T. MT MADDEN LOW BROW 9540A # 8.5;1;TIMBERLAND;8.5;HOMBRE;ZAPATO;2,201.50;Timberland Multiplaza;13/7/2019;MADDSEN
5552R;T. EK STORMBUCK DK OLIVE 5552R #11;1;TIMBERLAND;11;HOMBRE;ZAPATO;1,995.00;TimeOut Metromall;13/7/2019;STORMBUCK
2730R;T. MT MADDSEN LTHR W DARK BROWN FULL 2730R # 8;1;TIMBERLAND;8;HOMBRE;ZAPATO;1,695.00;TimeOut Metromall;13/7/2019;MADDSEN
TB010001;T.MENS 6IN PREM  DK BRW TB010001 # 8;1;TIMBERLAND;8;HOMBRE;ZAPATO;4,590.00;Timberland CITY MALL;13/7/2019;CLASICOS
5557R;T. EK STORMBUCK DK BROWN 5557R # 8;1;TIMBERLAND;8;HOMBRE;ZAPATO;3,590.00;Timberland CITY MALL;13/7/2019;STORMBUCK
A11MO;T. KEELE RIDGE BROW A11MO # 7.5;1;TIMBERLAND;7.5;HOMBRE;ZAPATO;2,390.00;Timberland CITY MALL;13/7/2019;KEELE RIDGE
15550;T.EARTHKEEPER DK BROWN 15550#10.5;1;TIMBERLAND;10.5;HOMBRE;ZAPATO;2,145.00;Timberland CITY MALL;13/7/2019;EARTHKEEPERS
A17YV;T. EDGEMONT MOC TOE SIL BROW A17YV # 9;1;TIMBERLAND;9;HOMBRE;ZAPATO;1,990.00;Time Out Multiplaza;13/7/2019;EDGEMONT OXFORD
A11MO;T. KEELE RIDGE BROW A11MO # 8.5;1;TIMBERLAND;8.5;HOMBRE;ZAPATO;2,390.00;Time Out Multiplaza;13/7/2019;KEELE RIDGE
12135;T.WHITE LEDGE BROWN 12135 #7;1;TIMBERLAND;7;HOMBRE;ZAPATO;2,990.00;Time Out Multiplaza;13/7/2019;CHOCORUA
12135;T.WHITE LEDGE BROWN 12135 #7;1;TIMBERLAND;7;HOMBRE;ZAPATO;2,810.00;Time Out Citymall SPS;13/7/2019;CHOCORUA
A1JZU;T. KENDRICK CHUKKA POTTING SOIL BROWN A1JZU # 11;1;TIMBERLAND;11;HOMBRE;ZAPATO;1,795.00;Time Out Citymall SPS;13/7/2019;KENDRICK
6905B;T. TRAIL WIND BROW 6905B # 9;1;TIMBERLAND;9;HOMBRE;ZAPATO;2,542.00;Time Out Citymall SPS;13/7/2019;TRAIL WIND
A1QD4;Z.T SAWYER LANE WP BREW A1QD4 # 9;1;TIMBERLAND;9;HOMBRE;ZAPATO;2,815.00;Time Out Citymall SPS;13/7/2019;SAWYER LANE
12135;T.WHITE LEDGE BROWN 12135 #7.5;1;TIMBERLAND;7.5;HOMBRE;ZAPATO;1,495.00;TIMEOUT MEGAMALL SPS;13/7/2019;CHOCORUA
A14F4;T. EDGEMONT OXFORD BROW A14F4 # 8;1;TIMBERLAND;8;HOMBRE;ZAPATO;2,032.00;TIMEOUT MEGAMALL SPS;13/7/2019;EDGEMONT OXFORD
18128;T. FLUME MID DK BROMW 18128 #10.5;1;TIMBERLAND;10.5;HOMBRE;ZAPATO;2,935.00;TIMEOUT MEGAMALL SPS;14/7/2019;CHOCORUA
18128;T. FLUME MID DK BROMW 18128 #8.5;1;TIMBERLAND;8.5;HOMBRE;ZAPATO;2,900.00;TIMEOUT MEGAMALL SPS;14/7/2019;CHOCORUA
2730R;T. MT MADDSEN LTHR W DARK BROWN FULL 2730R # 9;1;TIMBERLAND;9;HOMBRE;ZAPATO;2,900.00;TIMEOUT MEGAMALL SPS;14/7/2019;MADDSEN
15631;T. WMNS CHOCORUA TRAIL BRN/DARK BROW 15631 #7;1;TIMBERLAND;7;MUJER;ZAPATO;3,290.00;Time Out Citymall SPS;14/7/2019;CHOCORUA
2730R;T. MT MADDSEN LTHR W DARK BROWN FULL 2730R # 8.5;1;TIMBERLAND;8.5;HOMBRE;ZAPATO;2,882.00;Time Out Citymall SPS;14/7/2019;MADDSEN
A1PDS;T.BRACDSTREET BROW A1PDS  # 8;1;TIMBERLAND;8;HOMBRE;ZAPATO;2,541.50;Time Out Citymall SPS;14/7/2019;BRADSTREET
12135;T.WHITE LEDGE BROWN 12135 #8.5;1;TIMBERLAND;8.5;HOMBRE;ZAPATO;2,541.50;Shoes Cascadas;14/7/2019;CHOCORUA
A1TW9;T. BRADSTREET PT CHUKKA POTTING BRW A1TW9 # 8.5;1;TIMBERLAND;8.5;HOMBRE;ZAPATO;2,790.00;Timberland Multiplaza;14/7/2019;BRADSTREET
A163L;Z.T. KEELERDG WPLTR BROWN FULL A163L # 8;1;TIMBERLAND;8;MUJER;ZAPATO;2,790.00;Timberland Multiplaza;14/7/2019;KEELE RIDGE
A163L;Z.T. KEELERDG WPLTR BROWN FULL A163L # 8.5;1;TIMBERLAND;8.5;MUJER;ZAPATO;2,790.00;Timberland Multiplaza;14/7/2019;KEELE RIDGE
A1QDX;Z.T LAFAYETTE PARK BRW A1QDX # 9;1;TIMBERLAND;9;HOMBRE;ZAPATO;3,290.00;Timberland Multiplaza;14/7/2019;LAFAYETTE
A11ET;Z.T LARCHMONT WP BRW A11ET # 10;1;TIMBERLAND;10;HOMBRE;ZAPATO;2,990.00;Timberland Multiplaza;14/7/2019;LARCHMONT 
2730R;T. MT MADDSEN LTHR W DARK BROWN FULL 2730R # 9;1;TIMBERLAND;9;HOMBRE;ZAPATO;2,712.00;Timberland Multiplaza;14/7/2019;MADDSEN
18128;T. FLUME MID DK BROMW 18128 #8.5;1;TIMBERLAND;8.5;HOMBRE;ZAPATO;1,575.00;Timberland Multiplaza;14/7/2019;CHOCORUA
15551;"T.EK 6"" BROWN BURNISHED 15551 #10.5";1;TIMBERLAND;10.5;HOMBRE;ZAPATO;2,145.00;Time out mall premier;14/7/2019;EARTHKEEPERS
15130;T. CHOCORUA TRAIL BROW 15130 # 7.5;1;TIMBERLAND;7.5;HOMBRE;ZAPATO;1,925.00;Time out mall premier;14/7/2019;CHOCORUA
A1R1P;Z.T GRAYDON LEATHER BRW A1R1P # 11;1;TIMBERLAND;11;HOMBRE;ZAPATO;1,245.00;Time out mall premier;14/7/2019;GRAYDON
A14F4;T. EDGEMONT OXFORD BROW A14F4 # 8;1;TIMBERLAND;8;HOMBRE;ZAPATO;2,000.00;TimeOut Metromall;14/7/2019;EDGEMONT OXFORD
5552R;T. EK STORMBUCK DK OLIVE 5552R #11;1;TIMBERLAND;11;HOMBRE;ZAPATO;1,995.00;Timberland CITY MALL;14/7/2019;STORMBUCK
A17YV;T. EDGEMONT MOC TOE SIL BROW A17YV # 8.5;1;TIMBERLAND;8.5;HOMBRE;ZAPATO;2,190.00;Timberland CITY MALL;14/7/2019;EDGEMONT OXFORD
5550R;T. EK STORMBUCK DARK BROWN 5550R # 10.5;1;TIMBERLAND;10.5;HOMBRE;ZAPATO;1,645.00;Timberland CITY MALL;14/7/2019;STORMBUCK
A11MO;T. KEELE RIDGE BROW A11MO # 9;1;TIMBERLAND;9;HOMBRE;ZAPATO;2,415.00;TimeOut La Ceiba;15/7/2019;KEELE RIDGE
A22PD;T. BRADST PT CHKA DK BRN A22PD # 7.5;1;TIMBERLAND;7.5;HOMBRE;ZAPATO;2,815.00;TimeOut La Ceiba;15/7/2019;BACKSTREET OXFORD
5422A;T. EKBRADST PTC DARK BROWN OILED 5422A #10.5;1;TIMBERLAND;10.5;HOMBRE;ZAPATO;2,990.00;Time Out Multiplaza;15/7/2019;BRADSTREET
2730R;T. MT MADDSEN LTHR W DARK BROWN FULL 2730R # 9.5;1;TIMBERLAND;9.5;HOMBRE;ZAPATO;3,390.00;Timberland Multiplaza;15/7/2019;MADDSEN
A1QD4;Z.T SAWYER LANE WP BREW A1QD4 # 8;1;TIMBERLAND;8;HOMBRE;ZAPATO;2,790.00;Timberland Multiplaza;15/7/2019;SAWYER LANE
A1JYU;Z.T BRDSTREET PT OXFORD TORTOISE SHE A1JYU # 7.5;1;TIMBERLAND;7.5;HOMBRE;ZAPATO;2,390.00;Timberland Multiplaza;15/7/2019;BRADSTREET
A1OJD;T. LARCHMONT WP CHUKKA GAUCHO BROW A1OJD # 8.5;1;TIMBERLAND;8.5;HOMBRE;ZAPATO;2,990.00;Timberland CITY MALL;15/7/2019;LARCHMONT 
A1R29;Z.T CITY S EDGE WP BRW A1R29 # 10.5;1;TIMBERLAND;10.5;HOMBRE;ZAPATO;1,945.00;Timberland CITY MALL;15/7/2019;CITY S EDGE
A1KBX;T. STORMBUCK LITE CHUKK WOOD THRU BRW A1KBX # 10.5;1;TIMBERLAND;10.5;HOMBRE;ZAPATO;1,595.00;Timberland CITY MALL;15/7/2019;STORMBUCK
5550R;T. EK STORMBUCK DARK BROWN 5550R # 10.5;1;TIMBERLAND;10.5;HOMBRE;ZAPATO;1,645.00;Timberland CITY MALL;15/7/2019;STORMBUCK
A1QCT;Z.T SAWYQER LANE WP BRW A1QCT # 11;1;TIMBERLAND;11;HOMBRE;ZAPATO;1,495.00;Timberland CITY MALL;15/7/2019;SAWYER LANE
A1QC0;Z.T SAWYER LANE WR BRW A1QC0 # 11;1;TIMBERLAND;11;HOMBRE;ZAPATO;1,595.00;Timberland CITY MALL;15/7/2019;SAWYER LANE
15130;T. CHOCORUA TRAIL BROW 15130 # 8.5;1;TIMBERLAND;8.5;HOMBRE;ZAPATO;3,550.00;Time Out Citymall SPS;15/7/2019;CHOCORUA
A11MO;T. KEELE RIDGE BROW A11MO # 10.5;1;TIMBERLAND;10.5;HOMBRE;ZAPATO;2,525.00;Time Out Citymall SPS;15/7/2019;KEELE RIDGE
A22NH;T. BRADST PT OX DK BRN A22NH # 8;1;TIMBERLAND;8;HOMBRE;ZAPATO;2,371.50;Shoes Cascadas;15/7/2019;BACKSTREET OXFORD
A11MO;T. KEELE RIDGE BROW A11MO # 8;1;TIMBERLAND;8;HOMBRE;ZAPATO;2,590.00;TIMEOUT MEGAMALL SPS;15/7/2019;KEELE RIDGE
A22NH;T. BRADST PT OX DK BRN A22NH # 8.5;1;TIMBERLAND;8.5;HOMBRE;ZAPATO;2,590.00;Time Out Multiplaza;16/7/2019;BACKSTREET OXFORD
A163L;Z.T. KEELERDG WPLTR BROWN FULL A163L # 5.5;1;TIMBERLAND;5.5;MUJER;ZAPATO;2,392.00;Timberland Multiplaza;16/7/2019;KEELE RIDGE
A1TW9;T. BRADSTREET PT CHUKKA POTTING BRW A1TW9 # 9.5;1;TIMBERLAND;9.5;HOMBRE;ZAPATO;2,541.50;Timberland Multiplaza;16/7/2019;BRADSTREET
A11MO;T. KEELE RIDGE BROW A11MO # 7.5;1;TIMBERLAND;7.5;HOMBRE;ZAPATO;2,250.00;TimeOut Metromall;16/7/2019;KEELE RIDGE
A1JZU;T. KENDRICK CHUKKA POTTING SOIL BROWN A1JZU # 8;1;TIMBERLAND;8;HOMBRE;ZAPATO;1,795.00;TIMEOUT MEGAMALL SPS;16/7/2019;KENDRICK
15631;T. WMNS CHOCORUA TRAIL BRN/DARK BROW 15631 #7.5;1;TIMBERLAND;7.5;MUJER;ZAPATO;3,051.50;Shoes Cascadas;16/7/2019;CHOCORUA
TB010001;T.MENS 6IN PREM  DK BRW TB010001 # 9;1;TIMBERLAND;9;HOMBRE;ZAPATO;3,672.00;Shoes Cascadas;16/7/2019;CLASICOS
5422A;T. EKBRADST PTC DARK BROWN OILED 5422A #10.5;1;TIMBERLAND;10.5;HOMBRE;ZAPATO;1,495.00;Time out mall premier;16/7/2019;BRADSTREET
A1MZX;T. KENDRICK SIDE ZIP BO TAN BROW A1MZX # 10.5;1;TIMBERLAND;10.5;HOMBRE;ZAPATO;3,592.00;Time out mall premier;16/7/2019;KENDRICK
5423A;T.EKBRADST PTO DARK BROW 5423A # 11;1;TIMBERLAND;11;HOMBRE;ZAPATO;2,390.00;Time Out Citymall SPS;16/7/2019;BRADSTREET
12668;T. WHITE LEADGE BROWN 12668 # 7.5;1;TIMBERLAND;7.5;MUJER;ZAPATO;2,508.00;Time Out Citymall SPS;16/7/2019;CHOCORUA
A1R1P;Z.T GRAYDON LEATHER BRW A1R1P # 9;1;TIMBERLAND;9;HOMBRE;ZAPATO;2,300.00;Time Out Citymall SPS;16/7/2019;GRAYDON
A22NH;T. BRADST PT OX DK BRN A22NH # 10.5;1;TIMBERLAND;10.5;HOMBRE;ZAPATO;2,610.00;Time Out Citymall SPS;16/7/2019;BACKSTREET OXFORD
A1PDS;T.BRACDSTREET BROW A1PDS  # 8;1;TIMBERLAND;8;HOMBRE;ZAPATO;2,700.00;Time Out Citymall SPS;16/7/2019;BRADSTREET
2730R;T. MT MADDSEN LTHR W DARK BROWN FULL 2730R # 7.5;1;TIMBERLAND;7.5;HOMBRE;ZAPATO;3,190.00;Time Out Citymall SPS;16/7/2019;MADDSEN
A1QDR;Z.T LAFAYETTE PARK BRW/PRPL A1QDR  # 8;1;TIMBERLAND;8;HOMBRE;ZAPATO;2,615.00;TimeOut La Ceiba;16/7/2019;LAFAYETTE
A1IQH;T.STORMBUCK LITE PLAIN WOOD THRU BROW A1IQH # 10;1;TIMBERLAND;10;HOMBRE;ZAPATO;2,478.00;TimeOut Choluteca;16/7/2019;STORMBUCK
A1KBX;T. STORMBUCK LITE CHUKK WOOD THRU BRW A1KBX # 10;1;TIMBERLAND;10;HOMBRE;ZAPATO;2,890.00;Time Out Multiplaza;17/7/2019;STORMBUCK
2730R;T. MT MADDSEN LTHR W DARK BROWN FULL 2730R # 7.5;1;TIMBERLAND;7.5;HOMBRE;ZAPATO;1,695.00;Time out mall premier;17/7/2019;MADDSEN
A1VWN ;Z.T CITY EDGE WP  BRW A1VWN # 8.5;1;TIMBERLAND;8.5;HOMBRE;ZAPATO;2,990.00;Timberland CITY MALL;17/7/2019;CITY EDGE
A163L;Z.T. KEELERDG WPLTR BROWN FULL A163L # 6;1;TIMBERLAND;6;MUJER;ZAPATO;2,541.50;Timberland CITY MALL;17/7/2019;KEELE RIDGE
A22NH;T. BRADST PT OX DK BRN A22NH # 10;1;TIMBERLAND;10;HOMBRE;ZAPATO;2,790.00;TIMEOUT MEGAMALL SPS;17/7/2019;BACKSTREET OXFORD
2730R;T. MT MADDSEN LTHR W DARK BROWN FULL 2730R # 8;1;TIMBERLAND;8;HOMBRE;ZAPATO;2,935.00;TIMEOUT MEGAMALL SPS;17/7/2019;MADDSEN
12668;T. WHITE LEADGE BROWN 12668 # 8.5;1;TIMBERLAND;8.5;MUJER;ZAPATO;2,508.00;Time Out Citymall SPS;17/7/2019;CHOCORUA
A14F4;T. EDGEMONT OXFORD BROW A14F4 # 9;1;TIMBERLAND;9;HOMBRE;ZAPATO;2,032.00;Time Out Citymall SPS;17/7/2019;EDGEMONT OXFORD
2730R;T. MT MADDSEN LTHR W DARK BROWN FULL 2730R # 8;1;TIMBERLAND;8;HOMBRE;ZAPATO;1,695.00;Time Out Citymall SPS;17/7/2019;MADDSEN
15130;T. CHOCORUA TRAIL BROW 15130 # 8;1;TIMBERLAND;8;HOMBRE;ZAPATO;3,550.00;Time Out Citymall SPS;17/7/2019;CHOCORUA
5557R;T. EK STORMBUCK DK BROWN 5557R # 7;1;TIMBERLAND;7;HOMBRE;ZAPATO;3,615.00;TimeOut La Ceiba;17/7/2019;STORMBUCK
A1KBX;T. STORMBUCK LITE CHUKK WOOD THRU BRW A1KBX # 9;1;TIMBERLAND;9;HOMBRE;ZAPATO;3,190.00;Timberland Multiplaza;17/7/2019;STORMBUCK
5422A;T. EKBRADST PTC DARK BROWN OILED 5422A #10;1;TIMBERLAND;10;HOMBRE;ZAPATO;2,790.00;Time Out Multiplaza;18/7/2019;BRADSTREET
5552R;T. EK STORMBUCK DK OLIVE 5552R #10.5;1;TIMBERLAND;10.5;HOMBRE;ZAPATO;1,995.00;Timberland Multiplaza;18/7/2019;STORMBUCK
5552R;T. EK STORMBUCK DK OLIVE 5552R #7.5;1;TIMBERLAND;7.5;HOMBRE;ZAPATO;2,793.00;Timberland CITY MALL;18/7/2019;STORMBUCK
15130;T. CHOCORUA TRAIL BROW 15130 # 9.5;1;TIMBERLAND;9.5;HOMBRE;ZAPATO;3,273.00;Timberland CITY MALL;18/7/2019;CHOCORUA
5422A;T. EKBRADST PTC DARK BROWN OILED 5422A #10.5;1;TIMBERLAND;10.5;HOMBRE;ZAPATO;1,495.00;Timberland CITY MALL;18/7/2019;BRADSTREET
9540A;T. MT MADDEN LOW BROW 9540A # 9.5;1;TIMBERLAND;9.5;HOMBRE;ZAPATO;2,590.00;Timberland CITY MALL;18/7/2019;MADDSEN
15551;"T.EK 6"" BROWN BURNISHED 15551 #10.5";1;TIMBERLAND;10.5;HOMBRE;ZAPATO;2,145.00;Time out mall premier;18/7/2019;EARTHKEEPERS
A1N2T;T. KENDRICK CHUKKA TAN BROW A1N2T # 10.5;1;TIMBERLAND;10.5;HOMBRE;ZAPATO;3,072.75;TimeOut Choluteca;18/7/2019;KENDRICK
A22PD;T. BRADST PT CHKA DK BRN A22PD # 7.5;1;TIMBERLAND;7.5;HOMBRE;ZAPATO;2,626.00;Time Out Citymall SPS;18/7/2019;BACKSTREET OXFORD
TB010001;T.MENS 6IN PREM  DK BRW TB010001 # 7.5;1;TIMBERLAND;7.5;HOMBRE;ZAPATO;4,615.00;TimeOut La Ceiba;18/7/2019;CLASICOS
A1NDI;T. KENDRICK CAP TOE OXF TAN BROW A1NDI # 9;1;TIMBERLAND;9;HOMBRE;ZAPATO;2,796.50;Time Out Citymall SPS;19/7/2019;KENDRICK
12135;T.WHITE LEDGE BROWN 12135 #10.5;1;TIMBERLAND;10.5;HOMBRE;ZAPATO;2,541.50;Shoes Cascadas;19/7/2019;CHOCORUA
2730R;T. MT MADDSEN LTHR W DARK BROWN FULL 2730R # 7;1;TIMBERLAND;7;HOMBRE;ZAPATO;2,881.50;Shoes Cascadas;19/7/2019;MADDSEN
6905B;T. TRAIL WIND BROW 6905B # 7.5;1;TIMBERLAND;7.5;HOMBRE;ZAPATO;2,990.00;Timberland CITY MALL;19/7/2019;TRAIL WIND
15130;T. CHOCORUA TRAIL BROW 15130 # 7.5;1;TIMBERLAND;7.5;HOMBRE;ZAPATO;3,875.00;TimeOut La Ceiba;19/7/2019;CHOCORUA
6905B;T. TRAIL WIND BROW 6905B # 7.5;1;TIMBERLAND;7.5;HOMBRE;ZAPATO;2,990.00;Timberland Multiplaza;19/7/2019;TRAIL WIND
15631;T. WMNS CHOCORUA TRAIL BRN/DARK BROW 15631 #6;1;TIMBERLAND;6;MUJER;ZAPATO;3,590.00;Timberland Multiplaza;19/7/2019;CHOCORUA
A1KJI;T. KENDRICK CHELSEA  BROW A1KJI # 9;1;TIMBERLAND;9;HOMBRE;ZAPATO;3,000.00;Timberland Multiplaza;19/7/2019;KENDRICK
5557R;T. EK STORMBUCK DK BROWN 5557R # 7.5;1;TIMBERLAND;7.5;HOMBRE;ZAPATO;3,073.00;TimeOut Choluteca;19/7/2019;STORMBUCK
A1R29;Z.T CITY S EDGE WP BRW A1R29 # 9;1;TIMBERLAND;9;HOMBRE;ZAPATO;3,446.00;TimeOut Choluteca;19/7/2019;CITY S EDGE
5552R;T. EK STORMBUCK DK OLIVE 5552R #11;1;TIMBERLAND;11;HOMBRE;ZAPATO;3,413.00;TimeOut Choluteca;19/7/2019;STORMBUCK
2730R;T. MT MADDSEN LTHR W DARK BROWN FULL 2730R # 7.5;1;TIMBERLAND;7.5;HOMBRE;ZAPATO;1,695.00;Time out mall premier;19/7/2019;MADDSEN
18128;T. FLUME MID DK BROMW 18128 #8.5;1;TIMBERLAND;8.5;HOMBRE;ZAPATO;3,000.00;TimeOut Metromall;19/7/2019;CHOCORUA
A11MO;T. KEELE RIDGE BROW A11MO # 9;1;TIMBERLAND;9;HOMBRE;ZAPATO;2,590.00;TIME OUT CITYMALL TEG;20/7/2019;KEELE RIDGE
A11MO;T. KEELE RIDGE BROW A11MO # 7.5;1;TIMBERLAND;7.5;HOMBRE;ZAPATO;2,390.00;TIME OUT CITYMALL TEG;20/7/2019;KEELE RIDGE
A22PD;T. BRADST PT CHKA DK BRN A22PD # 10.5;1;TIMBERLAND;10.5;HOMBRE;ZAPATO;2,725.00;Time Out Citymall SPS;20/7/2019;BACKSTREET OXFORD
2730R;T. MT MADDSEN LTHR W DARK BROWN FULL 2730R # 7.5;1;TIMBERLAND;7.5;HOMBRE;ZAPATO;1,695.00;Time Out Citymall SPS;20/7/2019;MADDSEN
A11MO;T. KEELE RIDGE BROW A11MO # 7.5;1;TIMBERLAND;7.5;HOMBRE;ZAPATO;2,390.00;Time Out Citymall SPS;20/7/2019;KEELE RIDGE
A1R1P;Z.T GRAYDON LEATHER BRW A1R1P # 10.5;1;TIMBERLAND;10.5;HOMBRE;ZAPATO;1,200.00;El Dorado;20/7/2019;GRAYDON
12135;T.WHITE LEDGE BROWN 12135 #7.5;1;TIMBERLAND;7.5;HOMBRE;ZAPATO;2,815.00;TimeOut La Ceiba;20/7/2019;CHOCORUA
6905B;T. TRAIL WIND BROW 6905B # 8.5;1;TIMBERLAND;8.5;HOMBRE;ZAPATO;3,015.00;TimeOut La Ceiba;20/7/2019;TRAIL WIND
A14F4;T. EDGEMONT OXFORD BROW A14F4 # 10;1;TIMBERLAND;10;HOMBRE;ZAPATO;2,190.00;Shoes Cascadas;20/7/2019;EDGEMONT OXFORD
A1VWN ;Z.T CITY EDGE WP  BRW A1VWN # 8;1;TIMBERLAND;8;HOMBRE;ZAPATO;3,190.00;Timberland Multiplaza;20/7/2019;CITY EDGE
15551;"T.EK 6"" BROWN BURNISHED 15551 #8.5";1;TIMBERLAND;8.5;HOMBRE;ZAPATO;3,432.00;Shoes Cascadas;20/7/2019;EARTHKEEPERS
A22NH;T. BRADST PT OX DK BRN A22NH # 9;1;TIMBERLAND;9;HOMBRE;ZAPATO;2,371.50;Shoes Cascadas;20/7/2019;BACKSTREET OXFORD
